WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.4948536055152 -34.6295353321192,-58.4955167164247 -34.6299870443155,-58.4956994310559 -34.6301086892202))",198,17224,10018,"JUSTO, JUAN B. AV.",7501,7549,7502,7550,AVENIDA,100.31,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4956994310559 -34.6301086892202,-58.4960323071481 -34.6303303666624,-58.4962033361626 -34.6304151817857))",199,17317,10018,"JUSTO, JUAN B. AV.",7551,7599,7552,7600,AVENIDA,57.49,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4962033361626 -34.6304151817857,-58.4964035947951 -34.6305144961196,-58.4974443721033 -34.6308772443302))",200,17451,10018,"JUSTO, JUAN B. AV.",7601,7699,7602,7700,AVENIDA,124.99,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4974443721033 -34.6308772443302,-58.4985863063029 -34.6312753072,-58.499271333874 -34.6315099002389))",201,17633,10018,"JUSTO, JUAN B. AV.",7701,7799,7702,7800,AVENIDA,181.63,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.499479936167 -34.6315813891782,-58.499271333874 -34.6315099002389))",202,17654,10018,"JUSTO, JUAN B. AV.",0,0,7802,7810,AVENIDA,20.71,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.499479936167 -34.6315813891782,-58.4999773390034 -34.6317765263235))",203,17716,10018,"JUSTO, JUAN B. AV.",7801,7877,7812,7900,AVENIDA,50.49,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5010421206422 -34.632207759798,-58.5011741227084 -34.6322628608945,-58.5024081757741 -34.6327958632274))",204,17995,10018,"JUSTO, JUAN B. AV.",8001,8099,0,0,AVENIDA,141.23,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5139131230101 -34.6334577941036,-58.5140736096968 -34.6334014571649,-58.5148640753978 -34.633203057447))",205,18235,10018,"JUSTO, JUAN B. AV.",8901,8999,8902,9000,AVENIDA,91.74,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5045741314717 -34.6337257327498,-58.5049764600271 -34.6338961629169))",206,18337,10018,"JUSTO, JUAN B. AV.",8261,8299,8262,8300,AVENIDA,41.45,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5126230332772 -34.633960880609,-58.5133229662282 -34.6336648782253,-58.5139131230101 -34.6334577941036))",207,18364,10018,"JUSTO, JUAN B. AV.",8801,8899,8802,8900,AVENIDA,130.88,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5230379628642 -34.6341614613411,-58.5223302608 -34.6340114107444,-58.5210833319438 -34.6338239336919))",208,18429,10018,"JUSTO, JUAN B. AV.",0,0,9202,9400,AVENIDA,183.2,,,Proyectado,7,,AV.JUAN B. JUSTO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5230379628642 -34.6341614613411,-58.5232745289546 -34.6342193741382))",209,18450,10018,"JUSTO, JUAN B. AV.",9401,9419,9402,9420,AVENIDA,22.62,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5052948987064 -34.6340023466102,-58.5056167846157 -34.6341096786635,-58.5064434366249 -34.6342935459264,-58.5067296596434 -34.6343410501232))",210,29959,10018,"JUSTO, JUAN B. AV.",8307,8399,8326,8400,AVENIDA,137.09,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5232745289546 -34.6342193741382,-58.5242316195141 -34.6344538322626))",211,18511,10018,"JUSTO, JUAN B. AV.",9421,9499,9422,9500,AVENIDA,91.53,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5114466817436 -34.6344761619495,-58.5118646685666 -34.6342952840641,-58.5125329965063 -34.6339989468392,-58.5126230332772 -34.633960880609))",212,18520,10018,"JUSTO, JUAN B. AV.",8701,8799,8702,8800,AVENIDA,122.08,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5242316195141 -34.6344538322626,-58.5243003911798 -34.6344706995058))",213,18521,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,6.58,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5243003911798 -34.6344706995058,-58.5256048581313 -34.6345857416799))",214,18556,10018,"JUSTO, JUAN B. AV.",9501,9599,9502,9600,AVENIDA,120.29,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5067296596434 -34.6343410501232,-58.5070826031688 -34.6343996565104,-58.5080508554607 -34.6345574040717,-58.508388369859 -34.6345993921542))",215,18561,10018,"JUSTO, JUAN B. AV.",8401,8499,8402,8500,AVENIDA,154.79,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.508388369859 -34.6345993921542,-58.5087636323814 -34.6346460130901,-58.5092229873228 -34.6346853470665))",216,18580,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,77.14,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5256048581313 -34.6345857416799,-58.5269207322236 -34.6346829464131))",217,18581,10018,"JUSTO, JUAN B. AV.",9601,9699,9602,9700,AVENIDA,121.14,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5092229873228 -34.6346853470665,-58.5094052468205 -34.6347009821455,-58.5095979024295 -34.6347187256998))",218,18591,10018,"JUSTO, JUAN B. AV.",8501,8549,8502,8550,AVENIDA,34.58,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5095979024295 -34.6347187256998,-58.5106707596029 -34.6348174666058))",219,18623,10018,"JUSTO, JUAN B. AV.",8551,8599,8552,8600,AVENIDA,98.98,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5106707596029 -34.6348174666058,-58.5113275121671 -34.6345277604941,-58.5114466817436 -34.6344761619495))",220,18624,10018,"JUSTO, JUAN B. AV.",8601,8699,8602,8700,AVENIDA,80.59,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5153693838328 -34.6331573753982,-58.5159327886532 -34.6330995232832,-58.5168121973238 -34.6330738132264,-58.5171475943662 -34.633085336405))",221,18136,10018,"JUSTO, JUAN B. AV.",9001,9119,9002,9120,AVENIDA,163.52,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4740585844267 -34.616093055387,-58.474624083385 -34.6163924487274,-58.4747173681077 -34.6164418779559))",222,13413,10018,"JUSTO, JUAN B. AV.",5501,5549,5502,5550,AVENIDA,71.75,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4280649716708 -34.5799822034086,-58.4284778369545 -34.5804383247211,-58.4289217098766 -34.5808722691722,-58.429010061146 -34.5809544096685))",223,4874,10018,"JUSTO, JUAN B. AV.",801,899,802,900,AVENIDA,138.46,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4596535615486 -34.6053039963914,-58.4605130340719 -34.6058858675877))",224,10447,10018,"JUSTO, JUAN B. AV.",4101,4199,4102,4200,AVENIDA,101.89,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4770700082399 -34.619183864737,-58.4772522897158 -34.6192800122672,-58.4781256359747 -34.6197359773214,-58.478330960279 -34.6198435605949))",225,14227,10018,"JUSTO, JUAN B. AV.",5801,5899,5802,5900,AVENIDA,136.85,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4999773390034 -34.6317765263235,-58.5005527175061 -34.6320035397211,-58.5010421206422 -34.632207759798))",226,17770,10018,"JUSTO, JUAN B. AV.",7879,7999,0,0,AVENIDA,108.73,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5034129590203 -34.6332298612684,-58.5038875092886 -34.6334348302548,-58.5042572807627 -34.6335914705244,-58.5045741314717 -34.6337257327498))",227,29957,10018,"JUSTO, JUAN B. AV.",8177,8259,0,0,AVENIDA,119.84,,,Proyectado,7,corrección numeración 14-1,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5148640753978 -34.633203057447,-58.5153693838328 -34.6331573753982))",228,27692,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,46.61,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.459513028578 -34.6052089892405,-58.4596535615486 -34.6053039963914))",229,8488,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,16.65,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5210833319438 -34.6338239336919,-58.5210278384424 -34.6338231589691,-58.5206877396477 -34.6338210439445))",230,28609,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,36.27,,,Proyectado,7,,AV.JUAN B. JUSTO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4760963553159 -34.6181025679365,-58.4764266023682 -34.6184860659034,-58.476781694106 -34.618871178656))",231,14199,10018,"JUSTO, JUAN B. AV.",5701,5759,5702,5760,AVENIDA,105.94,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.476781694106 -34.618871178656,-58.4770700082399 -34.619183864737))",232,28617,10018,"JUSTO, JUAN B. AV.",5761,5799,5762,5800,AVENIDA,43.62,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4357013612324 -34.586070930891,-58.4366666161718 -34.5867822961957,-58.4379175218298 -34.5877041431526,-58.4382498876198 -34.5888568622049,-58.4383992963469 -34.5892924024716,-58.4386497892035 -34.5900225517285,-58.4388383424907 -34.5905719064379,-58.4391390633201 -34.5910845204885))",233,29084,10018,"JUSTO, JUAN B. AV.",0,0,0,0,PUENTE,664.76,,,Proyectado,7,El Eeje representa al Puente de la Av. Juan B. Justo sobre las Vías del FFCC San Martín,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,SI,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5180129096798 -34.633223883479,-58.5174268782879 -34.6331598768969,-58.5171475943662 -34.633085336405))",234,29869,10018,"JUSTO, JUAN B. AV.",0,0,9122,9150,AVENIDA,81.11,,,Proyectado,7,,AV.JUAN B. JUSTO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5188500684775 -34.6330465726616,-58.5191048498494 -34.6331134500126,-58.5193170743393 -34.633169156154,-58.5195449108105 -34.6332041673723,-58.5196925372836 -34.6331969204543,-58.519843242528 -34.6331895222151))",235,29870,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,93.58,,,Proyectado,7,,AV.JUAN B. JUSTO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5206877396477 -34.6338210439445,-58.5205986979458 -34.6338266182076,-58.5202099383253 -34.6338476060551,-58.5198111050937 -34.6337251838257,-58.5196636963328 -34.6335887694311))",236,18324,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,103.21,,,Proyectado,7,,AV.JUAN B. JUSTO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.519843242528 -34.6331895222151,-58.5200341042212 -34.6331800116448,-58.5201790401146 -34.6331727893398))",237,29873,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,30.85,,,Proyectado,7,,AV.JUAN B. JUSTO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5201790401146 -34.6331727893398,-58.5203583456743 -34.6332253196271,-58.5205002374141 -34.6332970327249,-58.5206566297175 -34.6334070215701,-58.5207856071507 -34.633495315261))",238,29875,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,66.47,,,Proyectado,7,,AV.JUAN B. JUSTO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5207856071507 -34.633495315261,-58.5209838641973 -34.6335911016217,-58.52220855719 -34.6338919872921,-58.5228831772127 -34.634087855619,-58.5230379628642 -34.6341614613411))",239,29877,10018,"JUSTO, JUAN B. AV.",9201,9399,0,0,AVENIDA,220.15,,,Proyectado,7,,AV.JUAN B. JUSTO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5024081757741 -34.6327958632274,-58.5034129590203 -34.6332298612684))",240,18271,10018,"JUSTO, JUAN B. AV.",8101,8175,0,0,AVENIDA,103.95,,,Proyectado,7,corrección numeración 14-1,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5049764600271 -34.6338961629169,-58.5052948987064 -34.6340023466102))",241,18481,10018,"JUSTO, JUAN B. AV.",8301,8305,8322,8324,AVENIDA,31.49,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.3817712910267 -34.6013794709086,-58.3818281507985 -34.600271861042))",242,9410,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,123.19,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3817111290294 -34.6025532076001,-58.3817712910267 -34.6013794709086))",243,9749,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,130.32,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3812415494411 -34.603623352933,-58.3812898607673 -34.6032050142854,-58.3813678886684 -34.6030144476215,-58.3815627991554 -34.6027001802965))",244,10046,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,92.97,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3812797264801 -34.6043858530998,-58.3812349741045 -34.6042249113709,-58.38122318927 -34.6040293337004,-58.3812415494411 -34.603623352933))",245,10235,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,89.25,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.381546776421 -34.6049767805274,-58.3813947292585 -34.6046403287641,-58.3812797264801 -34.6043858530998))",246,10367,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,63.67,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3814791490767 -34.606113679094,-58.3815655195048 -34.6050592608459,-58.381546776421 -34.6049767805274))",247,10665,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,126.55,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3814086621156 -34.607298746291,-58.3814791490767 -34.606113679094))",248,10944,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,132.1,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3813430956555 -34.6084146590358,-58.3814086621156 -34.607298746291))",249,11208,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,124.72,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3813106234449 -34.6090459984862,-58.3813430956555 -34.6084146590358))",250,11383,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,71.02,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3812800593008 -34.6096418448857,-58.3813106234449 -34.6090459984862))",251,11545,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,66.91,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3811968655353 -34.6107798575812,-58.3811930654939 -34.6107153469149,-58.3812800593008 -34.6096418448857))",252,11861,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,127.87,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3811110150614 -34.6118706155079,-58.3811832350447 -34.6109193086731,-58.3811968655353 -34.6107798575812))",253,12170,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,121.83,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3815627991554 -34.6027001802965,-58.3817111290294 -34.6025532076001))",254,28916,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,47.3,,,Proyectado,11,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3808144439046 -34.6197506128864,-58.3808540572395 -34.6188767140538))",255,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,97.01,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3808540572395 -34.6188767140538,-58.3808827691278 -34.6178904773705))",256,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,109.44,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3808827691278 -34.6178904773705,-58.3809449927938 -34.6166794883139))",257,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,134.46,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3809449927938 -34.6166794883139,-58.3809905284027 -34.6155097729598))",258,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,129.83,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3809905284027 -34.6155097729598,-58.381030356945 -34.6145006069406))",259,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,112.01,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.381030356945 -34.6145006069406,-58.3810424601935 -34.613473073224))",260,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,113.99,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3810424601935 -34.613473073224,-58.3810383440991 -34.6122750746496,-58.3811110150614 -34.6118706155079))",261,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,178.26,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3818281507985 -34.600271861042,-58.3818550522952 -34.5994274672618,-58.3818950222302 -34.5982531573038,-58.3820015194344 -34.5971201763966,-58.3821303401802 -34.595845005054,-58.3821792579269 -34.5954251836043))",262,0,14029,9 DE JULIO AV.,0,0,0,0,AVENIDA,538.83,,,Proyectado,11,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.4384180869404 -34.6554916712301,-58.4385031247466 -34.6555492954511))",263,24238,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,AVENIDA,10.08,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4700154024767 -34.6978582706709,-58.4706462217848 -34.6984401321869))",264,29675,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,86.64,,,Proyectado,21,Tramo de la Av. Roca por debajo de la Av. Gral Paz en sentido hacia Provincia,AV.CNEL. ROCA,CRECIENTE,1,VÍA LOCAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4512783101167 -34.665635965189,-58.4510595397057 -34.6655124917638,-58.450899460776 -34.6654463409806,-58.450707365761 -34.6653713687887,-58.4505152698012 -34.6653052143459,-58.4502858203314 -34.665239055802,-58.4501248434419 -34.6651843343558))",265,27798,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3702,3714,AVENIDA,117.47,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
