WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.4519078139188 -34.6670072295205,-58.4518438131041 -34.6667338642715,-58.4517904790275 -34.6665089992128,-58.4516784485683 -34.6662620837017,-58.4515717480084 -34.6660680768748,-58.4515559887246 -34.6660441122744))",266,28844,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3732,3800,AVENIDA,112.23,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,SI,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4542723268794 -34.6689108645565,-58.4539627953871 -34.668626128465,-58.4537350233887 -34.6684620392744,-58.4534838855965 -34.668331727555,-58.4532677891485 -34.6682351976976,-58.45295824553 -34.6681048803579,-58.4526487040468 -34.6679649108963,-58.452444293909 -34.6678442522023,-58.4522749297579 -34.6677139448312,-58.4521873314974 -34.6676174239694,-58.4520997358987 -34.6675016003751,-58.4519946296959 -34.667298913169,-58.4519304048324 -34.6671251834883,-58.4519078139188 -34.6670072295205))",267,27800,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3802,4000,AVENIDA,314.67,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4557557684382 -34.6703104010623,-58.4551366892022 -34.6697168074149,-58.4547570688545 -34.6693596840246,-58.4545176164255 -34.669147338896,-58.4542723268794 -34.6689108645565))",268,27801,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4002,4100,AVENIDA,206.39,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4580575823935 -34.6724812875514,-58.4572625542781 -34.6717197545089,-58.4562775832916 -34.6707838169404,-58.4557557684382 -34.6703104010623))",269,27802,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4102,4300,AVENIDA,320.18,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4583636171253 -34.6731542413889,-58.4583432926807 -34.6729694491686,-58.4582772158656 -34.6728014545156,-58.458206054458 -34.6726586584768,-58.4580575823935 -34.6724812875514))",270,27803,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4302,4400,AVENIDA,81.23,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.3953455006943 -34.6278292695942,-58.3968070164921 -34.6280870483159))",284,16676,7026,"GARAY, JUAN DE AV.",2201,2299,2202,2300,AVENIDA,137.04,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.3968070164921 -34.6280870483159,-58.3968657089348 -34.6280975028923))",285,16678,7026,"GARAY, JUAN DE AV.",0,0,0,0,AVENIDA,5.51,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA LOCAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.3968657089348 -34.6280975028923,-58.3985941180819 -34.628405969026))",286,16768,7026,"GARAY, JUAN DE AV.",2301,2399,2302,2400,AVENIDA,162.15,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.3985941180819 -34.628405969026,-58.3999065507781 -34.6285607413891))",287,16815,7026,"GARAY, JUAN DE AV.",2401,2499,2402,2500,AVENIDA,121.57,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.3999065507781 -34.6285607413891,-58.4008428791157 -34.6286641105827,-58.4011009209396 -34.6286932562238))",288,16847,7026,"GARAY, JUAN DE AV.",2501,2599,2502,2600,AVENIDA,110.5,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.4011009209396 -34.6286932562238,-58.4023857658332 -34.6288382693391))",289,16880,7026,"GARAY, JUAN DE AV.",2601,2699,2602,2700,AVENIDA,118.91,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.4023857658332 -34.6288382693391,-58.4035429137974 -34.6289689108022))",290,16913,7026,"GARAY, JUAN DE AV.",2701,2799,2702,2800,AVENIDA,107.09,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.4035429137974 -34.6289689108022,-58.405454009253 -34.6291845481762))",291,16981,7026,"GARAY, JUAN DE AV.",2801,2899,2802,2900,AVENIDA,176.87,,,Proyectado,21,,AV. JUAN DE GARAY,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur,23km,250.000pax/dia
"MULTILINESTRING ((-58.423636518437 -34.6434453559386,-58.4245978217703 -34.644148569243))",292,21287,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,902,1000,AVENIDA,117.7,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4244780501468 -34.6442505771815,-58.4243748895726 -34.6441789228658,-58.4237246854242 -34.6436152891348,-58.423636518437 -34.6434453559386))",293,21323,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",901,999,0,0,AVENIDA,119.26,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4245978217703 -34.644148569243,-58.4255214963511 -34.644807747983))",294,21511,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1002,1100,AVENIDA,111.89,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4252584848789 -34.6448986562441,-58.4244780501468 -34.6442505771815))",295,21540,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1001,1099,0,0,AVENIDA,101.43,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4254926568059 -34.6449966899151,-58.4252584848789 -34.6448986562441))",296,21602,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,AVENIDA,24.07,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4260251863092 -34.6456054603212,-58.4261432483227 -34.6456295419932,-58.4264422629992 -34.6459164396734))",297,21866,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1201,1219,0,0,AVENIDA,53.15,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4263678084525 -34.64605783031,-58.4260722483172 -34.6457460421723,-58.4260251863092 -34.6456054603212))",298,21910,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1202,1220,AVENIDA,60.12,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4264422629992 -34.6459164396734,-58.4268274469981 -34.6462859311295))",299,21957,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1221,1249,0,0,AVENIDA,54.1,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.426710894934 -34.6464302674135,-58.4263678084525 -34.64605783031))",300,22005,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1222,1250,AVENIDA,51.93,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4268274469981 -34.6462859311295,-58.4272442365789 -34.6466858540077))",301,22091,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1251,1269,0,0,AVENIDA,58.55,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4272442365789 -34.6466858540077,-58.4276412679642 -34.6470667550922))",302,22209,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1271,1299,0,0,AVENIDA,55.77,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4274642088849 -34.6472195960544,-58.426710894934 -34.6464302674135))",303,22241,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1252,1400,AVENIDA,111.52,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4276412679642 -34.6470667550922,-58.4281337929397 -34.6475393044787))",304,22333,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1301,1449,0,0,AVENIDA,69.19,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4281337929397 -34.6475393044787,-58.4282488752281 -34.6476497629451,-58.4284269051887 -34.6478284100982))",305,22412,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1451,1499,0,0,AVENIDA,41.84,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4282514755452 -34.6479558997585,-58.4280793775998 -34.647857326897,-58.4274642088849 -34.6472195960544))",306,22451,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1402,1500,AVENIDA,109.67,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4288322119831 -34.6482131124952,-58.4291400766513 -34.6484899665736))",307,22578,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1531,1569,0,0,AVENIDA,41.71,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4291400766513 -34.6484899665736,-58.4294648956713 -34.6487821066377))",308,22644,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1571,1599,0,0,AVENIDA,44.01,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4293467469953 -34.6488728517758,-58.4284152246243 -34.6480495403014,-58.4282514755452 -34.6479558997585))",309,22669,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1502,1600,AVENIDA,143.29,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4294648956713 -34.6487821066377,-58.4298548007646 -34.6491327862673))",310,22724,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1601,1629,0,0,AVENIDA,52.83,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4298548007646 -34.6491327862673,-58.4302108087738 -34.6494405669866))",311,22788,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1631,1669,0,0,AVENIDA,47.23,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4302108087738 -34.6494405669866,-58.4305894843588 -34.6497570148556))",312,22874,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1671,1699,0,0,AVENIDA,49.37,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4304299086964 -34.6498743002079,-58.42946021502 -34.6489797169765,-58.4293467469953 -34.6488728517758))",313,22905,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1602,1700,AVENIDA,149.01,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4309830594401 -34.6503412903597,-58.4304299086964 -34.6498743002079))",314,23044,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1702,1750,AVENIDA,72.49,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4305894843588 -34.6497570148556,-58.4313108937624 -34.6503571503102))",315,23048,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1701,1799,0,0,AVENIDA,93.84,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4321908599783 -34.6510901420902,-58.43293538004 -34.6517108375828,-58.4331365305094 -34.6518703278877))",316,23393,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1901,1999,0,0,AVENIDA,122.51,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4331365305094 -34.6518703278877,-58.4338219474219 -34.6524136068834))",317,23504,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2001,2099,0,0,AVENIDA,87.07,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4338219474219 -34.6524136068834,-58.4343823004916 -34.6528577655586,-58.4345748515559 -34.653009786455))",318,23645,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2101,2199,0,0,AVENIDA,95.59,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4345748515559 -34.653009786455,-58.4351921272727 -34.653497195197))",319,23748,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2201,2299,0,0,AVENIDA,78.27,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4351921272727 -34.653497195197,-58.436143146456 -34.6542481323781))",320,23954,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2301,2399,0,0,AVENIDA,120.58,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.436143146456 -34.6542481323781,-58.4371433107171 -34.6545956098306,-58.4374360115838 -34.6547401821098,-58.43752292013 -34.6548068921822))",321,24085,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2401,2499,0,0,AVENIDA,141.59,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.437097901142 -34.6551016010512,-58.4360212372233 -34.6543707854286))",322,24141,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,2402,2500,AVENIDA,127.73,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.43752292013 -34.6548068921822,-58.4382256917054 -34.6553459947062,-58.4384180869404 -34.6554916712301))",323,24234,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2501,2599,0,0,AVENIDA,111.82,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4380314409572 -34.6558293136965,-58.437097901142 -34.6551016010512))",324,24293,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,2502,2600,AVENIDA,117.65,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4385031247466 -34.6555492954511,-58.4391470914543 -34.6560747905578))",325,24363,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2601,2639,0,0,AVENIDA,82.96,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4387605860122 -34.6563994738596,-58.4380314409572 -34.6558293136965))",326,24438,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,2602,2640,AVENIDA,92.02,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4391470914543 -34.6560747905578,-58.4393953065052 -34.6562990685429,-58.4394602211221 -34.6563974640744,-58.4395359521521 -34.6565226229657,-58.4397630699764 -34.656866901241,-58.4398712756312 -34.6569831925227))",327,24554,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2641,2749,0,0,AVENIDA,121.44,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4405605375765 -34.6578130619129,-58.4401884308072 -34.6575127738486,-58.4396246049257 -34.657073852942,-58.4389879330421 -34.6565772375226,-58.4387605860122 -34.6563994738596))",328,24736,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,2642,2800,AVENIDA,227.63,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4398712756312 -34.6569831925227,-58.440898967998 -34.6578417152676))",329,24740,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2751,2801,0,0,AVENIDA,133.96,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4411825831917 -34.6582685863483,-58.4405605375765 -34.6578130619129))",330,24831,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,2802,2850,AVENIDA,76.63,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.440898967998 -34.6578417152676,-58.4410412145475 -34.6579994783359,-58.4411825831917 -34.6582685863483))",331,24832,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2803,2849,0,0,AVENIDA,64.09,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4411825831917 -34.6582685863483,-58.4415519549238 -34.658613049642))",332,24900,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2851,2899,2852,2900,AVENIDA,50.4,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4474407943307 -34.6632791314306,-58.4475415243428 -34.6633635125506))",333,25546,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",3501,3519,3502,3520,AVENIDA,13.15,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4479612305563 -34.6637397716918,-58.4476559664677 -34.6635066997376,-58.4475415243428 -34.6633635125506))",334,25594,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3522,3530,AVENIDA,57.13,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4484440623809 -34.6641080285017,-58.4479612305563 -34.6637397716918))",335,25654,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3532,3580,AVENIDA,60.23,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4488831998343 -34.6641098399239,-58.4493187218378 -34.6644059326848,-58.449685267228 -34.6647040088016,-58.4499581534546 -34.664928973435))",336,28839,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",3601,3699,0,0,AVENIDA,134.17,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
"MULTILINESTRING ((-58.4501248434419 -34.6651843343558,-58.4498823230312 -34.665075762454,-58.449334792085 -34.6646488285111,-58.4490833817066 -34.664459077118,-58.4487507323137 -34.664341923584))",337,25723,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,AVENIDA,158.64,,,Proyectado,21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Fernández de la Cruz,23km,250.000pax/dia
